x,y,HEATING_DEGREE_DAYS_FLAG,TOTAL_PRECIPITATION_FLAG,MIN_TEMPERATURE,TOTAL_RAIN_FLAG,SNOW_ON_GROUND,DIRECTION_MAX_GUST_FLAG,LOCAL_YEAR,DIRECTION_MAX_GUST,COOLING_DEGREE_DAYS_FLAG,LOCAL_MONTH,MAX_REL_HUMIDITY_FLAG,MAX_TEMPERATURE_FLAG,MIN_TEMPERATURE_FLAG,LOCAL_DATE,STATION_NAME,TOTAL_PRECIPITATION,MEAN_TEMPERATURE_FLAG,TOTAL_RAIN,HEATING_DEGREE_DAYS,CLIMATE_IDENTIFIER,PROVINCE_CODE,MIN_REL_HUMIDITY,COOLING_DEGREE_DAYS,MAX_REL_HUMIDITY,ID,TOTAL_SNOW,MIN_REL_HUMIDITY_FLAG,TOTAL_SNOW_FLAG,MAX_TEMPERATURE,SPEED_MAX_GUST_FLAG,MEAN_TEMPERATURE,SNOW_ON_GROUND_FLAG,LOCAL_DAY,SPEED_MAX_GUST
-68.2075,48.60888888888889,,,1.6,,7,,2013,0,,3,,,,2013-03-13 00:00:00,MONT JOLI A,2.8,,2.8,13.4,7055121,QC,,0,,7055121.2013.3.13,0,,,7.6,,4.6,,13,0
-68.2075,48.60888888888889,,,-7.3,,6,,2013,24,,3,,,,2013-03-14 00:00:00,MONT JOLI A,2.2,,2.2,20.7,7055121,QC,,0,,7055121.2013.3.14,0,,,1.9,,-2.7,,14,54
-68.2075,48.60888888888889,,,-9.8,,4,,2013,28,,3,,,,2013-03-15 00:00:00,MONT JOLI A,0,,0,25.7,7055121,QC,,0,,7055121.2013.3.15,0,,,-5.5,,-7.7,,15,41
-68.2075,48.60888888888889,,,-8.9,,4,,2013,32,,3,,,,2013-03-16 00:00:00,MONT JOLI A,0,,0,24.9,7055121,QC,,0,,7055121.2013.3.16,0,,,-4.8,,-6.9,,16,48
-68.2075,48.60888888888889,,,-14.1,,4,,2013,32,,3,,,,2013-03-17 00:00:00,MONT JOLI A,0.8,,0,29.5,7055121,QC,,0,,7055121.2013.3.17,0.8,,,-8.8,,-11.5,,17,70
-68.2075,48.60888888888889,,,-14.8,,,,2013,33,,3,,,,2013-03-18 00:00:00,MONT JOLI A,0,,0,28.4,7055121,QC,,0,,7055121.2013.3.18,0,,,-6,,-10.4,,18,56
-68.2075,48.60888888888889,,,-13.5,,,,2013,6,,3,,,,2013-03-19 00:00:00,MONT JOLI A,0,,0,27.4,7055121,QC,,0,,7055121.2013.3.19,0,,,-5.3,,-9.4,,19,59
-68.2075,48.60888888888889,,,-8.4,,28,,2013,30,,3,,,,2013-03-22 00:00:00,MONT JOLI A,2.8,,0,22.5,7055121,QC,,0,,7055121.2013.3.22,2.8,,,-0.6,,-4.5,,22,48
-68.2075,48.60888888888889,,,-4,,30,,2013,5,,3,,,,2013-03-23 00:00:00,MONT JOLI A,3.2,,0,19.8,7055121,QC,,0,,7055121.2013.3.23,3.2,,,0.4,,-1.8,,23,54
-68.2075,48.60888888888889,,T,-4.6,T,29,,2013,6,,3,,,,2013-03-25 00:00:00,MONT JOLI A,0,,0,19.1,7055121,QC,,0,,7055121.2013.3.25,0,,,2.4,,-1.1,,25,44
-68.2075,48.60888888888889,,,-2.3,,25,,2013,0,,3,,,,2013-03-26 00:00:00,MONT JOLI A,2.4,,2,18.6,7055121,QC,,0,,7055121.2013.3.26,0.4,,,1.1,,-0.6,,26,0
-68.2075,48.60888888888889,,,-2.5,,16,,2013,5,,3,,,,2013-03-27 00:00:00,MONT JOLI A,1,,1,17.2,7055121,QC,,0,,7055121.2013.3.27,0,,,4,,0.8,,27,35
-68.2075,48.60888888888889,,,-4.1,,12,,2013,0,,3,,,,2013-03-28 00:00:00,MONT JOLI A,0,,0,17.5,7055121,QC,,0,,7055121.2013.3.28,0,,,5.1,,0.5,,28,0
-68.2075,48.60888888888889,,,-5.7,,9,,2013,0,,3,,,,2013-03-29 00:00:00,MONT JOLI A,0,,0,18.6,7055121,QC,,0,,7055121.2013.3.29,0,,,4.5,,-0.6,,29,0
-68.2075,48.60888888888889,,,-7.7,,8,,2013,0,,3,,,,2013-03-30 00:00:00,MONT JOLI A,0,,0,19.3,7055121,QC,,0,,7055121.2013.3.30,0,,,5.2,,-1.3,,30,0
-68.2075,48.60888888888889,,,-4.1,,8,,2013,16,,3,,,,2013-03-31 00:00:00,MONT JOLI A,0,,0,17,7055121,QC,,0,,7055121.2013.3.31,0,,,6.1,,1,,31,52
-68.2075,48.60888888888889,,,-2.2,,6,,2013,23,,4,,,,2013-04-01 00:00:00,MONT JOLI A,2,,0,16.1,7055121,QC,,0,,7055121.2013.4.1,2,,,5.9,,1.9,,1,59
-68.2075,48.60888888888889,,,-10.1,,7,,2013,25,,4,,,,2013-04-02 00:00:00,MONT JOLI A,0.4,,0,24.2,7055121,QC,,0,,7055121.2013.4.2,0.4,,,-2.2,,-6.2,,2,69
-68.2075,48.60888888888889,,,-10.8,,6,,2013,27,,4,,,,2013-04-03 00:00:00,MONT JOLI A,0.8,,0,24.4,7055121,QC,,0,,7055121.2013.4.3,0.8,,,-2,,-6.4,,3,63
-68.2075,48.60888888888889,,,-5.6,,5,,2013,30,,4,,,,2013-04-04 00:00:00,MONT JOLI A,0,,0,18.9,7055121,QC,,0,,7055121.2013.4.4,0,,,3.8,,-0.9,,4,57
-68.2075,48.60888888888889,,,-4.5,,5,,2013,32,,4,,,,2013-04-05 00:00:00,MONT JOLI A,1.2,,0,18.1,7055121,QC,,0,,7055121.2013.4.5,1.2,,,4.4,,-0.1,,5,48
-68.2075,48.60888888888889,,,-8.2,,4,,2013,27,,4,,,,2013-04-06 00:00:00,MONT JOLI A,0,,0,23.1,7055121,QC,,0,,7055121.2013.4.6,0,,,-1.9,,-5.1,,6,54
-68.2075,48.60888888888889,,,-8.7,,3,,2013,18,,4,,,,2013-04-07 00:00:00,MONT JOLI A,1.4,,0,21.2,7055121,QC,,0,,7055121.2013.4.7,1.8,,,2.3,,-3.2,,7,48
-68.2075,48.60888888888889,,,-2.9,,2,,2013,0,,4,,,,2013-04-08 00:00:00,MONT JOLI A,0,,0,18.2,7055121,QC,,0,,7055121.2013.4.8,0,,,2.5,,-0.2,,8,0
-68.2075,48.60888888888889,,,-0.8,,,,2013,27,,4,,,,2013-04-17 00:00:00,MONT JOLI A,0,,0,15.1,7055121,QC,,0,,7055121.2013.4.17,0,,,6.5,,2.9,,17,59
-68.2075,48.60888888888889,,,1.4,,,,2013,19,,4,,,,2013-04-19 00:00:00,MONT JOLI A,5,,5,8.5,7055121,QC,,0,,7055121.2013.4.19,0,,,17.5,,9.5,,19,63
-68.2075,48.60888888888889,,,-4.2,,,,2013,31,,4,,,,2013-04-21 00:00:00,MONT JOLI A,0,,0,18.6,7055121,QC,,0,,7055121.2013.4.21,0,,,3.1,,-0.6,,21,50
-68.2075,48.60888888888889,,,-6,,,,2013,17,,4,,,,2013-04-22 00:00:00,MONT JOLI A,0,,0,17.7,7055121,QC,,0,,7055121.2013.4.22,0,,,6.6,,0.3,,22,46
-68.2075,48.60888888888889,,,1.3,,,,2013,17,,4,,,,2013-04-23 00:00:00,MONT JOLI A,0,,0,11.1,7055121,QC,,0,,7055121.2013.4.23,0,,,12.4,,6.9,,23,43
-68.2075,48.60888888888889,,,4.2,,,,2013,6,,4,,,,2013-04-24 00:00:00,MONT JOLI A,0.6,,0.6,7.8,7055121,QC,,0,,7055121.2013.4.24,0,,,16.1,,10.2,,24,48
-68.2075,48.60888888888889,,,1,,,,2013,25,,4,,,,2013-04-25 00:00:00,MONT JOLI A,0,,0,11.5,7055121,QC,,0,,7055121.2013.4.25,0,,,11.9,,6.5,,25,87
-68.2075,48.60888888888889,,,-4.3,,,,2013,5,,4,,,,2013-04-26 00:00:00,MONT JOLI A,0,,0,16.7,7055121,QC,,0,,7055121.2013.4.26,0,,,6.8,,1.3,,26,41
-68.2075,48.60888888888889,,,-5,,,,2013,0,,4,,,,2013-04-27 00:00:00,MONT JOLI A,0,,0,15,7055121,QC,,0,,7055121.2013.4.27,0,,,11,,3,,27,0
-68.2075,48.60888888888889,,,2,,,,2013,0,,4,,,,2013-04-28 00:00:00,MONT JOLI A,0,,0,9.2,7055121,QC,,0,,7055121.2013.4.28,0,,,15.5,,8.8,,28,0
-68.2075,48.60888888888889,,,3.2,,,,2013,15,,4,,,,2013-04-29 00:00:00,MONT JOLI A,0,,0,10,7055121,QC,,0,,7055121.2013.4.29,0,,,12.8,,8,,29,48
-68.2075,48.60888888888889,,,0.3,,,,2013,6,,4,,,,2013-04-30 00:00:00,MONT JOLI A,0,,0,12.4,7055121,QC,,0,,7055121.2013.4.30,0,,,10.8,,5.6,,30,56
-68.2075,48.60888888888889,,,1.9,,,,2013,6,,5,,,,2013-05-02 00:00:00,MONT JOLI A,0,,0,11.9,7055121,QC,,0,,7055121.2013.5.2,0,,,10.2,,6.1,,2,48
-68.2075,48.60888888888889,,,0.6,,,,2013,6,,5,,,,2013-05-03 00:00:00,MONT JOLI A,0,,0,10.9,7055121,QC,,0,,7055121.2013.5.3,0,,,13.6,,7.1,,3,37
-68.2075,48.60888888888889,,,-0.4,,,,2013,0,,5,,,,2013-05-04 00:00:00,MONT JOLI A,0,,0,9.7,7055121,QC,,0,,7055121.2013.5.4,0,,,16.9,,8.3,,4,0
-68.2075,48.60888888888889,,T,4.8,T,,,2013,6,,5,,,,2013-05-05 00:00:00,MONT JOLI A,0,,0,4.3,7055121,QC,,0,,7055121.2013.5.5,0,,,22.6,,13.7,,5,41
-68.2075,48.60888888888889,,M,4.9,M,,,2013,7,,5,,,,2013-05-06 00:00:00,MONT JOLI A,,,,8.3,7055121,QC,,0,,7055121.2013.5.6,0,,,14.5,,9.7,,6,32
-68.2075,48.60888888888889,,,7.7,,,,2013,25,,5,,,,2013-05-07 00:00:00,MONT JOLI A,0,,0,2.1,7055121,QC,,0,,7055121.2013.5.7,0,,,24.1,,15.9,,7,48
-68.2075,48.60888888888889,,,4.8,,,,2013,7,,5,,,,2013-05-08 00:00:00,MONT JOLI A,0,,0,6.7,7055121,QC,,0,,7055121.2013.5.8,0,,,17.8,,11.3,,8,35
-68.2075,48.60888888888889,,,5.6,,,,2013,31,,5,,,,2013-05-09 00:00:00,MONT JOLI A,17.8,,17.8,6.5,7055121,QC,,0,,7055121.2013.5.9,0,,,17.4,,11.5,,9,33
-68.2075,48.60888888888889,,,5.9,,,,2013,0,,5,,,,2013-05-10 00:00:00,MONT JOLI A,1.4,,1.4,9.3,7055121,QC,,0,,7055121.2013.5.10,0,,,11.5,,8.7,,10,0
-68.2075,48.60888888888889,,,5,,,,2013,6,,5,,,,2013-05-11 00:00:00,MONT JOLI A,35.2,,35.2,11,7055121,QC,,0,,7055121.2013.5.11,0,,,9,,7,,11,54
-68.2075,48.60888888888889,,,4.6,,,,2013,21,,5,,,,2013-05-12 00:00:00,MONT JOLI A,3,,3,10.4,7055121,QC,,0,,7055121.2013.5.12,0,,,10.5,,7.6,,12,32
-68.2075,48.60888888888889,,,2.5,,,,2013,22,,5,,,,2013-05-13 00:00:00,MONT JOLI A,0.4,,0.4,11.2,7055121,QC,,0,,7055121.2013.5.13,0,,,11,,6.8,,13,63
-68.2075,48.60888888888889,,,0.5,,,,2013,28,,5,,,,2013-05-14 00:00:00,MONT JOLI A,0.2,,0.2,13.7,7055121,QC,,0,,7055121.2013.5.14,0,,,8.1,,4.3,,14,33
-68.2075,48.60888888888889,,,4.3,,,,2013,6,,5,,,,2013-05-16 00:00:00,MONT JOLI A,8.8,,8.8,10.6,7055121,QC,,0,,7055121.2013.5.16,0,,,10.4,,7.4,,16,48
-68.2075,48.60888888888889,,,-0.1,,,,2013,6,,5,,,,2013-05-17 00:00:00,MONT JOLI A,0.2,,0.2,13.8,7055121,QC,,0,,7055121.2013.5.17,0,,,8.4,,4.2,,17,35
-68.2075,48.60888888888889,,,-1.7,,,,2013,3,,5,,,,2013-05-18 00:00:00,MONT JOLI A,0,,0,14.5,7055121,QC,,0,,7055121.2013.5.18,0,,,8.7,,3.5,,18,33
-68.2075,48.60888888888889,,,-2,,,,2013,15,,5,,,,2013-05-19 00:00:00,MONT JOLI A,0,,0,12,7055121,QC,,0,,7055121.2013.5.19,0,,,14,,6,,19,39
-68.2075,48.60888888888889,,,4.2,,,,2013,0,,5,,,,2013-05-21 00:00:00,MONT JOLI A,0,,0,8.2,7055121,QC,,0,,7055121.2013.5.21,0,,,15.4,,9.8,,21,0
-68.2075,48.60888888888889,,,5.8,,,,2013,14,,5,,,,2013-05-22 00:00:00,MONT JOLI A,4.6,,4.6,6.8,7055121,QC,,0,,7055121.2013.5.22,0,,,16.6,,11.2,,22,54
-68.2075,48.60888888888889,,,5.5,,,,2013,6,,5,,,,2013-05-23 00:00:00,MONT JOLI A,26.8,,26.8,9.4,7055121,QC,,0,,7055121.2013.5.23,0,,,11.6,,8.6,,23,43
-68.2075,48.60888888888889,,,5.6,,,,2013,3,,5,,,,2013-05-24 00:00:00,MONT JOLI A,7.6,,7.6,10.4,7055121,QC,,0,,7055121.2013.5.24,0,,,9.6,,7.6,,24,44
-68.2075,48.60888888888889,,,4.9,,,,2013,4,,5,,,,2013-05-25 00:00:00,MONT JOLI A,12,,12,11.5,7055121,QC,,0,,7055121.2013.5.25,0,,,8.1,,6.5,,25,63
-68.2075,48.60888888888889,,,4,,,,2013,5,,5,,,,2013-05-26 00:00:00,MONT JOLI A,11.6,,11.6,12.7,7055121,QC,,0,,7055121.2013.5.26,0,,,6.6,,5.3,,26,70
-68.2075,48.60888888888889,,,1.1,,,,2013,33,,5,,,,2013-05-27 00:00:00,MONT JOLI A,0.6,,0.6,12.4,7055121,QC,,0,,7055121.2013.5.27,0,,,10.1,,5.6,,27,39
-68.2075,48.60888888888889,,,-0.3,,,,2013,15,,5,,,,2013-05-28 00:00:00,MONT JOLI A,0,,0,9.7,7055121,QC,,0,,7055121.2013.5.28,0,,,16.8,,8.3,,28,37
-68.2075,48.60888888888889,,,8.4,,,,2013,15,,5,,,,2013-05-29 00:00:00,MONT JOLI A,1.2,,1.2,2.6,7055121,QC,,0,,7055121.2013.5.29,0,,,22.3,,15.4,,29,43
-68.2075,48.60888888888889,,,9.3,,,,2013,25,,5,,,,2013-05-31 00:00:00,MONT JOLI A,3.4,,3.4,3.5,7055121,QC,,0,,7055121.2013.5.31,0,,,19.6,,14.5,,31,41
-68.2075,48.60888888888889,,,5.9,,,,2013,6,,6,,,,2013-06-01 00:00:00,MONT JOLI A,23.8,,23.8,7.1,7055121,QC,,0,,7055121.2013.6.1,0,,,15.8,,10.9,,1,52
-68.2075,48.60888888888889,,,5.5,,,,2013,7,,6,,,,2013-06-02 00:00:00,MONT JOLI A,12,,12,10.7,7055121,QC,,0,,7055121.2013.6.2,0,,,9,,7.3,,2,57
-68.2075,48.60888888888889,,,5.3,,,,2013,0,,6,,,,2013-06-03 00:00:00,MONT JOLI A,0,,0,7.4,7055121,QC,,0,,7055121.2013.6.3,0,,,15.8,,10.6,,3,0
-68.2075,48.60888888888889,,,5.6,,,,2013,25,,6,,,,2013-06-04 00:00:00,MONT JOLI A,2.6,,2.6,7.9,7055121,QC,,0,,7055121.2013.6.4,0,,,14.6,,10.1,,4,52
-68.2075,48.60888888888889,,,1.2,,,,2013,25,,6,,,,2013-06-05 00:00:00,MONT JOLI A,0,,0,9.6,7055121,QC,,0,,7055121.2013.6.5,0,,,15.6,,8.4,,5,56
-68.2075,48.60888888888889,,,0.5,,,,2013,0,,6,,,,2013-06-06 00:00:00,MONT JOLI A,0,,0,8.9,7055121,QC,,0,,7055121.2013.6.6,0,,,17.6,,9.1,,6,0
-68.2075,48.60888888888889,,,8.2,,,,2013,0,,6,,,,2013-06-07 00:00:00,MONT JOLI A,0,,0,4.8,7055121,QC,,0,,7055121.2013.6.7,0,,,18.2,,13.2,,7,0
-68.2075,48.60888888888889,,,7.3,,,,2013,5,,6,,,,2013-06-08 00:00:00,MONT JOLI A,0.8,,0.8,8.4,7055121,QC,,0,,7055121.2013.6.8,0,,,11.9,,9.6,,8,41
-68.2075,48.60888888888889,,,7.7,,,,2013,0,,6,,,,2013-06-09 00:00:00,MONT JOLI A,13.4,,13.4,7.8,7055121,QC,,0,,7055121.2013.6.9,0,,,12.7,,10.2,,9,0
-68.2075,48.60888888888889,,,9.5,,,,2013,25,,6,,,,2013-06-10 00:00:00,MONT JOLI A,0,,0,1.8,7055121,QC,,0,,7055121.2013.6.10,0,,,22.9,,16.2,,10,39
-68.2075,48.60888888888889,,,10.2,,,,2013,0,,6,,,,2013-06-11 00:00:00,MONT JOLI A,0,,0,2.6,7055121,QC,,0,,7055121.2013.6.11,0,,,20.6,,15.4,,11,0
-68.2075,48.60888888888889,,,6.5,,,,2013,6,,6,,,,2013-06-12 00:00:00,MONT JOLI A,0,,0,5.3,7055121,QC,,0,,7055121.2013.6.12,0,,,18.8,,12.7,,12,50
-68.2075,48.60888888888889,,,6,,,,2013,0,,6,,,,2013-06-13 00:00:00,MONT JOLI A,0,,0,5.7,7055121,QC,,0,,7055121.2013.6.13,0,,,18.6,,12.3,,13,0
-68.2075,48.60888888888889,,,8.9,,,,2013,5,,6,,,,2013-06-14 00:00:00,MONT JOLI A,0,,0,3.8,7055121,QC,,0,,7055121.2013.6.14,0,,,19.5,,14.2,,14,33
-68.2075,48.60888888888889,,,7.1,,,,2013,25,,6,,,,2013-06-15 00:00:00,MONT JOLI A,0,,0,4.4,7055121,QC,,0,,7055121.2013.6.15,0,,,20,,13.6,,15,50
-68.2075,48.60888888888889,,,6.5,,,,2013,25,,6,,,,2013-06-16 00:00:00,MONT JOLI A,0,,0,6.2,7055121,QC,,0,,7055121.2013.6.16,0,,,17.1,,11.8,,16,39
-68.2075,48.60888888888889,,,8.2,,,,2013,0,,6,,,,2013-06-18 00:00:00,MONT JOLI A,2.2,,2.2,5.9,7055121,QC,,0,,7055121.2013.6.18,0,,,15.9,,12.1,,18,0
-68.2075,48.60888888888889,,,8.9,,,,2013,25,,6,,,,2013-06-19 00:00:00,MONT JOLI A,1.2,,1.2,3.8,7055121,QC,,0,,7055121.2013.6.19,0,,,19.5,,14.2,,19,41
-68.2075,48.60888888888889,,,12.2,,,,2013,29,,6,,,,2013-06-20 00:00:00,MONT JOLI A,0,,0,0.5,7055121,QC,,0,,7055121.2013.6.20,0,,,22.8,,17.5,,20,46
-68.2075,48.60888888888889,,,8.9,,,,2013,24,,6,,,,2013-06-21 00:00:00,MONT JOLI A,0.2,,0.2,3.3,7055121,QC,,0,,7055121.2013.6.21,0,,,20.4,,14.7,,21,43
-68.2075,48.60888888888889,,,8.2,,,,2013,25,,6,,,,2013-06-22 00:00:00,MONT JOLI A,0,,0,0.9,7055121,QC,,0,,7055121.2013.6.22,0,,,25.9,,17.1,,22,56
-68.2075,48.60888888888889,,,13.3,,,,2013,21,,6,,,,2013-06-23 00:00:00,MONT JOLI A,0,,0,0,7055121,QC,,0.9,,7055121.2013.6.23,0,,,24.5,,18.9,,23,32
-68.2075,48.60888888888889,,T,18.2,T,,,2013,25,,6,,,,2013-06-24 00:00:00,MONT JOLI A,0,,0,0,7055121,QC,,5.1,,7055121.2013.6.24,0,,,28,,23.1,,24,50
-68.2075,48.60888888888889,,,7.9,,,,2013,2,,6,,,,2013-06-25 00:00:00,MONT JOLI A,8.6,,8.6,4.1,7055121,QC,,0,,7055121.2013.6.25,0,,,19.8,,13.9,,25,61
-68.2075,48.60888888888889,,,7.9,,,,2013,6,,6,,,,2013-06-26 00:00:00,MONT JOLI A,10,,10,7.4,7055121,QC,,0,,7055121.2013.6.26,0,,,13.2,,10.6,,26,43
-68.2075,48.60888888888889,,,8.4,,,,2013,6,,6,,,,2013-06-27 00:00:00,MONT JOLI A,8,,8,8.1,7055121,QC,,0,,7055121.2013.6.27,0,,,11.4,,9.9,,27,39
-68.2075,48.60888888888889,,,8.6,,,,2013,0,,6,,,,2013-06-28 00:00:00,MONT JOLI A,41,,41,7.4,7055121,QC,,0,,7055121.2013.6.28,0,,,12.5,,10.6,,28,0
-68.2075,48.60888888888889,,,7.1,,,,2013,6,,6,,,,2013-06-29 00:00:00,MONT JOLI A,25,,25,8.9,7055121,QC,,0,,7055121.2013.6.29,0,,,11.1,,9.1,,29,44
-68.2075,48.60888888888889,,,8,,,,2013,25,,6,,,,2013-06-30 00:00:00,MONT JOLI A,0.2,,0.2,3.5,7055121,QC,,0,,7055121.2013.6.30,0,,,20.9,,14.5,,30,41
-68.2075,48.60888888888889,,,8.8,,,,2013,0,,7,,,,2013-07-01 00:00:00,MONT JOLI A,0,,0,3.2,7055121,QC,,0,,7055121.2013.7.1,0,,,20.8,,14.8,,1,0
-68.2075,48.60888888888889,,,7.9,,,,2013,0,,7,,,,2013-07-02 00:00:00,MONT JOLI A,0,,0,3.4,7055121,QC,,0,,7055121.2013.7.2,0,,,21.2,,14.6,,2,0
-68.2075,48.60888888888889,,,12.1,,,,2013,0,,7,,,,2013-07-03 00:00:00,MONT JOLI A,0,,0,0,7055121,QC,,1.8,,7055121.2013.7.3,0,,,27.4,,19.8,,3,0
-68.2075,48.60888888888889,,,19.9,,,,2013,27,,7,,,,2013-07-04 00:00:00,MONT JOLI A,0,,0,0,7055121,QC,,7,,7055121.2013.7.4,0,,,30,,25,,4,54
-68.2075,48.60888888888889,,,23.3,,,,2013,24,,7,,,,2013-07-05 00:00:00,MONT JOLI A,0,,0,0,7055121,QC,,8.6,,7055121.2013.7.5,0,,,29.8,,26.6,,5,52
-68.2075,48.60888888888889,,,22,,,,2013,24,,7,,,,2013-07-06 00:00:00,MONT JOLI A,0,,0,0,7055121,QC,,8.5,,7055121.2013.7.6,0,,,31,,26.5,,6,43
-68.2075,48.60888888888889,,,12.3,,,,2013,26,,7,,,,2013-07-07 00:00:00,MONT JOLI A,0,,0,0,7055121,QC,,0.4,,7055121.2013.7.7,0,,,24.4,,18.4,,7,52
-68.2075,48.60888888888889,,,8.7,,,,2013,0,,7,,,,2013-07-08 00:00:00,MONT JOLI A,0,,0,2.8,7055121,QC,,0,,7055121.2013.7.8,0,,,21.6,,15.2,,8,0
-68.2075,48.60888888888889,,,10.1,,,,2013,6,,7,,,,2013-07-09 00:00:00,MONT JOLI A,0,,0,2.5,7055121,QC,,0,,7055121.2013.7.9,0,,,20.9,,15.5,,9,33
-68.2075,48.60888888888889,,,13.1,,,,2013,16,,7,,,,2013-07-10 00:00:00,MONT JOLI A,0,,0,0,7055121,QC,,1.1,,7055121.2013.7.10,0,,,25.1,,19.1,,10,69
-68.2075,48.60888888888889,,,12.8,,,,2013,24,,7,,,,2013-07-11 00:00:00,MONT JOLI A,0,,0,0,7055121,QC,,0,,7055121.2013.7.11,0,,,23.2,,18,,11,59
-68.2075,48.60888888888889,,,11.9,,,,2013,0,,7,,,,2013-07-12 00:00:00,MONT JOLI A,0,,0,0,7055121,QC,,0.5,,7055121.2013.7.12,0,,,25,,18.5,,12,0
-68.2075,48.60888888888889,,,14.3,,,,2013,0,,7,,,,2013-07-13 00:00:00,MONT JOLI A,0,,0,0,7055121,QC,,3,,7055121.2013.7.13,0,,,27.7,,21,,13,0
-68.2075,48.60888888888889,,,19.1,,,,2013,25,,7,,,,2013-07-14 00:00:00,MONT JOLI A,0,,0,0,7055121,QC,,6.1,,7055121.2013.7.14,0,,,29.1,,24.1,,14,35
-68.2075,48.60888888888889,,,17.4,,,,2013,25,,7,,,,2013-07-15 00:00:00,MONT JOLI A,0,,0,0,7055121,QC,,5.6,,7055121.2013.7.15,0,,,29.7,,23.6,,15,43
-68.2075,48.60888888888889,,,13.2,,,,2013,6,,7,,,,2013-07-16 00:00:00,MONT JOLI A,0,,0,0,7055121,QC,,2.3,,7055121.2013.7.16,0,,,27.3,,20.3,,16,41
-68.2075,48.60888888888889,,T,13.6,T,,,2013,24,,7,,,,2013-07-17 00:00:00,MONT JOLI A,0,,0,0,7055121,QC,,3.6,,7055121.2013.7.17,0,,,29.5,,21.6,,17,57
-68.2075,48.60888888888889,,,14.5,,,,2013,28,,7,,,,2013-07-18 00:00:00,MONT JOLI A,0,,0,0,7055121,QC,,1.2,,7055121.2013.7.18,0,,,23.8,,19.2,,18,39
-68.2075,48.60888888888889,,,13.2,,,,2013,15,,7,,,,2013-07-19 00:00:00,MONT JOLI A,5.8,,5.8,0,7055121,QC,,0.4,,7055121.2013.7.19,0,,,23.5,,18.4,,19,65
-68.2075,48.60888888888889,,,10.8,,,,2013,27,,7,,,,2013-07-20 00:00:00,MONT JOLI A,3.4,,3.4,0,7055121,QC,,1.1,,7055121.2013.7.20,0,,,27.4,,19.1,,20,67
-68.2075,48.60888888888889,,,9.9,,,,2013,27,,7,,,,2013-07-21 00:00:00,MONT JOLI A,0,,0,3.4,7055121,QC,,0,,7055121.2013.7.21,0,,,19.2,,14.6,,21,43
-68.2075,48.60888888888889,,,13,,,,2013,26,,7,,,,2013-07-22 00:00:00,MONT JOLI A,0,,0,0,7055121,QC,,0.4,,7055121.2013.7.22,0,,,23.8,,18.4,,22,41
-68.2075,48.60888888888889,,,12.6,,,,2013,16,,7,,,,2013-07-23 00:00:00,MONT JOLI A,0,,0,0,7055121,QC,,1.1,,7055121.2013.7.23,0,,,25.6,,19.1,,23,56
-68.2075,48.60888888888889,,T,11.2,T,,,2013,25,,7,,,,2013-07-24 00:00:00,MONT JOLI A,0,,0,1.4,7055121,QC,,0,,7055121.2013.7.24,0,,,21.9,,16.6,,24,54
-68.2075,48.60888888888889,,,7.9,,,,2013,0,,7,,,,2013-07-25 00:00:00,MONT JOLI A,0,,0,4,7055121,QC,,0,,7055121.2013.7.25,0,,,20,,14,,25,0
-68.2075,48.60888888888889,,,8.9,,,,2013,6,,7,,,,2013-07-26 00:00:00,MONT JOLI A,0,,0,4.1,7055121,QC,,0,,7055121.2013.7.26,0,,,18.8,,13.9,,26,44
-68.2075,48.60888888888889,,,8.8,,,,2013,5,,7,,,,2013-07-27 00:00:00,MONT JOLI A,0.4,,0.4,3.1,7055121,QC,,0,,7055121.2013.7.27,0,,,21,,14.9,,27,43
-68.2075,48.60888888888889,,,10.2,,,,2013,6,,7,,,,2013-07-28 00:00:00,MONT JOLI A,0,,0,2.2,7055121,QC,,0,,7055121.2013.7.28,0,,,21.4,,15.8,,28,48
-68.2075,48.60888888888889,,,9.2,,,,2013,24,,7,,,,2013-07-30 00:00:00,MONT JOLI A,1.8,,1.8,4.7,7055121,QC,,0,,7055121.2013.7.30,0,,,17.4,,13.3,,30,43
-68.2075,48.60888888888889,,,13.7,,,,2013,24,,7,,,,2013-07-31 00:00:00,MONT JOLI A,0,,0,0,7055121,QC,,0.9,,7055121.2013.7.31,0,,,24,,18.9,,31,41
-68.2075,48.60888888888889,,,14.6,,,,2013,0,,8,,,,2013-08-01 00:00:00,MONT JOLI A,0,,0,0,7055121,QC,,1.5,,7055121.2013.8.1,0,,,24.4,,19.5,,1,0
-68.2075,48.60888888888889,,,13.2,,,,2013,16,,8,,,,2013-08-02 00:00:00,MONT JOLI A,7.2,,7.2,1.6,7055121,QC,,0,,7055121.2013.8.2,0,,,19.5,,16.4,,2,37
-68.2075,48.60888888888889,,,10.8,,,,2013,25,,8,,,,2013-08-03 00:00:00,MONT JOLI A,0,,0,2.4,7055121,QC,,0,,7055121.2013.8.3,0,,,20.4,,15.6,,3,37
-68.2075,48.60888888888889,,,13.7,,,,2013,25,,8,,,,2013-08-04 00:00:00,MONT JOLI A,0,,0,0.4,7055121,QC,,0,,7055121.2013.8.4,0,,,21.4,,17.6,,4,44
